epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1696.76,0.51478,0.33375,0.84931,0.67591,0.92924,0.76645,0.57742,0.89226,10.7458,1.09891,0.00141945,0.00141945,0.00141945
17,1802.85,0.50312,0.32904,0.84412,0.66916,0.93269,0.72588,0.56197,0.86398,9.51245,1.10495,0.00140295,0.00140295,0.00140295
18,1906.93,0.478,0.32374,0.83608,0.65567,0.95496,0.68028,0.51079,0.89817,11.2903,1.13118,0.00138644,0.00138644,0.00138644
19,2012.29,0.46738,0.31766,0.83386,0.65871,0.95192,0.74229,0.57428,0.87063,9.85579,1.12261,0.00136994,0.00136994,0.00136994
20,2117.09,0.44409,0.30234,0.82696,0.6439,0.89069,0.75777,0.58681,0.85444,11.7963,1.13247,0.00135344,0.00135344,0.00135344
21,2220.53,0.43419,0.29584,0.82224,0.6554,0.92229,0.75237,0.5814,0.89342,11.0427,1.13664,0.00133693,0.00133693,0.00133693
22,2326.69,0.4214,0.28798,0.81838,0.67081,0.92586,0.76346,0.58968,0.8528,11.3852,1.11655,0.00132043,0.00132043,0.00132043
23,2432.78,0.40254,0.27882,0.81259,0.69122,0.82463,0.82435,0.63943,0.8631,10.985,1.1503,0.00130393,0.00130393,0.00130393
24,2539,0.39516,0.27496,0.81158,0.66117,0.89069,0.78223,0.60603,0.86234,10.5627,1.14564,0.00128742,0.00128742,0.00128742
25,2645.1,0.38382,0.2667,0.809,0.67163,0.9203,0.78398,0.61471,0.85005,11.6551,1.11494,0.00127092,0.00127092,0.00127092
26,2751.04,0.36508,0.25966,0.80337,0.65884,0.89701,0.75077,0.58724,0.87447,11.1626,1.16015,0.00125442,0.00125442,0.00125442
27,2859.91,0.36213,0.25681,0.80266,0.66829,0.89044,0.79035,0.62348,0.84255,11.8963,1.13051,0.00123791,0.00123791,0.00123791
28,2967.3,0.35527,0.25183,0.79965,0.66323,0.87819,0.79231,0.62238,0.82172,11.5328,1.10183,0.00122141,0.00122141,0.00122141
29,3076.87,0.34612,0.24847,0.79865,0.66284,0.92282,0.79342,0.61423,0.8652,11.6083,1.15476,0.00120491,0.00120491,0.00120491
30,3203.44,0.3368,0.24293,0.7969,0.65906,0.94523,0.73407,0.58308,0.86196,12.1176,1.15194,0.0011884,0.0011884,0.0011884
31,3317.17,0.33161,0.24078,0.79376,0.66037,0.90766,0.77537,0.6126,0.80578,11.3119,1.10149,0.0011719,0.0011719,0.0011719
32,3437.13,0.31518,0.23046,0.79028,0.65352,0.90334,0.74859,0.58867,0.84902,12.4381,1.15389,0.0011554,0.0011554,0.0011554
33,3549.3,0.30423,0.22608,0.78733,0.66269,0.91175,0.77962,0.60841,0.8521,12.6037,1.15364,0.00113889,0.00113889,0.00113889
34,3662.76,0.30827,0.22573,0.78908,0.64977,0.90688,0.76446,0.60622,0.84223,13.0059,1.13967,0.00112239,0.00112239,0.00112239
35,3785.44,0.29429,0.21942,0.78518,0.65718,0.8874,0.78829,0.62343,0.87036,13.4781,1.16263,0.00110589,0.00110589,0.00110589
36,3896.07,0.29233,0.21706,0.78492,0.6491,0.94198,0.74857,0.59099,0.85124,13.453,1.14229,0.00108938,0.00108938,0.00108938
37,4003.58,0.2855,0.21297,0.78498,0.64055,0.92307,0.74642,0.59328,0.84291,13.4059,1.16945,0.00107288,0.00107288,0.00107288
38,4102.86,0.27961,0.21036,0.78284,0.65707,0.91953,0.79654,0.6213,0.84722,12.8052,1.15615,0.00105638,0.00105638,0.00105638
39,4202,0.27185,0.20518,0.7813,0.65221,0.93437,0.7301,0.57438,0.85761,13.5608,1.16344,0.00103987,0.00103987,0.00103987
40,4301.76,0.26773,0.20172,0.78019,0.64427,0.9294,0.79342,0.61764,0.85145,13.183,1.14813,0.00102337,0.00102337,0.00102337
41,4401.36,0.26033,0.19733,0.77881,0.64886,0.93269,0.75296,0.59172,0.86638,13.508,1.17994,0.00100687,0.00100687,0.00100687
42,4500.2,0.25398,0.19547,0.7777,0.65027,0.92611,0.72072,0.57238,0.82836,13.6152,1.14951,0.000990365,0.000990365,0.000990365
43,4599.71,0.25102,0.19359,0.7767,0.64826,0.93003,0.76575,0.60383,0.84021,14.2149,1.14055,0.000973861,0.000973861,0.000973861
44,4698.93,0.2464,0.18921,0.77641,0.6442,0.93057,0.72233,0.57817,0.80905,14.1621,1.11566,0.000957358,0.000957358,0.000957358
45,4797.96,0.24582,0.18685,0.77614,0.64602,0.9294,0.77006,0.60865,0.84586,14.0757,1.16382,0.000940855,0.000940855,0.000940855
46,4898.87,0.23505,0.18199,0.77465,0.64287,0.93269,0.76725,0.60326,0.82336,13.5103,1.14878,0.000924352,0.000924352,0.000924352
47,4997.65,0.23206,0.18077,0.7738,0.64674,0.91346,0.79315,0.62588,0.83941,13.5044,1.17777,0.000907848,0.000907848,0.000907848
48,5096.62,0.22771,0.17747,0.7723,0.63276,0.97115,0.69676,0.55142,0.84595,14.4004,1.18441,0.000891345,0.000891345,0.000891345
49,5201.73,0.22675,0.17406,0.77314,0.6477,0.92398,0.74327,0.59814,0.82329,14.4117,1.16334,0.000874842,0.000874842,0.000874842
50,5310.1,0.21407,0.16812,0.77038,0.6475,0.93269,0.79616,0.62401,0.85242,14.1961,1.18638,0.000858338,0.000858338,0.000858338
51,5418.77,0.21587,0.16873,0.77011,0.64659,0.93269,0.79061,0.62289,0.83407,14.4027,1.15136,0.000841835,0.000841835,0.000841835
52,5527.48,0.21144,0.16657,0.77057,0.65192,0.94007,0.79714,0.62857,0.83389,14.6226,1.15297,0.000825332,0.000825332,0.000825332
53,5636.2,0.21324,0.16553,0.76989,0.64422,0.94231,0.79552,0.62733,0.8343,15.0286,1.17187,0.000808828,0.000808828,0.000808828
54,5744.91,0.19842,0.16047,0.76825,0.64688,0.92114,0.79438,0.62275,0.82782,14.1801,1.18213,0.000792325,0.000792325,0.000792325
55,5853.8,0.19667,0.1579,0.76798,0.64374,0.9176,0.72331,0.57434,0.83073,15.399,1.16863,0.000775822,0.000775822,0.000775822
56,5962.9,0.19576,0.15545,0.76782,0.6319,0.95642,0.75606,0.60035,0.81718,15.0915,1.15855,0.000759318,0.000759318,0.000759318
57,6072.7,0.18902,0.15153,0.76705,0.63424,0.92308,0.74736,0.59492,0.82794,15.7189,1.16322,0.000742815,0.000742815,0.000742815
58,6181.76,0.18746,0.15003,0.76623,0.64062,0.93269,0.71511,0.57153,0.80963,15.2932,1.15794,0.000726312,0.000726312,0.000726312
59,6291.06,0.18463,0.14765,0.76679,0.6409,0.94231,0.77804,0.61607,0.82807,15.6137,1.16898,0.000709809,0.000709809,0.000709809
60,6400.57,0.18329,0.14611,0.76637,0.64432,0.94231,0.78393,0.619,0.82978,15.8308,1.16865,0.000693305,0.000693305,0.000693305
61,6510.32,0.17985,0.14392,0.76452,0.6458,0.93269,0.79708,0.62825,0.84497,15.3463,1.18224,0.000676802,0.000676802,0.000676802
62,6620.01,0.17583,0.14168,0.76543,0.64552,0.92901,0.78284,0.61329,0.84582,15.0947,1.20725,0.000660299,0.000660299,0.000660299
63,6729.74,0.17213,0.14558,0.76501,0.64636,0.91682,0.776,0.60874,0.84862,15.8627,1.19737,0.000643795,0.000643795,0.000643795
64,6839.22,0.16955,0.13862,0.76483,0.62972,0.97115,0.73972,0.58221,0.83381,15.5076,1.19011,0.000627292,0.000627292,0.000627292
65,6949.62,0.16412,0.13435,0.76352,0.63618,0.9003,0.74741,0.59557,0.83027,16.2685,1.18914,0.000610789,0.000610789,0.000610789
66,7059.68,0.16185,0.13179,0.7637,0.63391,0.90688,0.79438,0.62628,0.82495,15.8673,1.18237,0.000594286,0.000594286,0.000594286
67,7169.87,0.15698,0.12955,0.76322,0.63332,0.96154,0.79871,0.63206,0.82061,16.0588,1.19447,0.000577782,0.000577782,0.000577782
68,7280.37,0.15583,0.12732,0.7624,0.63785,0.9237,0.7971,0.63025,0.83001,16.3833,1.1925,0.000561279,0.000561279,0.000561279
69,7390.75,0.14904,0.12385,0.76096,0.6419,0.94104,0.76566,0.60384,0.84556,16.6838,1.20541,0.000544776,0.000544776,0.000544776
70,7501.11,0.1478,0.12254,0.76148,0.63558,0.96154,0.77518,0.61265,0.82311,16.4823,1.18819,0.000528272,0.000528272,0.000528272
71,7611.61,0.145,0.12028,0.76137,0.63291,0.96154,0.7665,0.61009,0.82004,16.6435,1.19341,0.000511769,0.000511769,0.000511769
72,7721.66,0.14026,0.11724,0.76098,0.63486,0.96154,0.77661,0.62014,0.81951,16.8702,1.18753,0.000495266,0.000495266,0.000495266
73,7832.23,0.13946,0.1168,0.76146,0.6436,0.9275,0.76813,0.61016,0.84241,16.668,1.20261,0.000478762,0.000478762,0.000478762
74,7942.6,0.13493,0.11385,0.76026,0.6454,0.93573,0.77291,0.60972,0.83802,16.9024,1.19682,0.000462259,0.000462259,0.000462259
75,8052.9,0.13215,0.1126,0.76002,0.64358,0.92611,0.77073,0.61396,0.82574,16.9212,1.18888,0.000445756,0.000445756,0.000445756
76,8158.75,0.13197,0.11094,0.7599,0.64024,0.93391,0.78811,0.62118,0.82203,16.9712,1.18998,0.000429253,0.000429253,0.000429253
77,8264.22,0.12765,0.10918,0.75996,0.64295,0.93811,0.77368,0.61597,0.82421,17.0908,1.19505,0.000412749,0.000412749,0.000412749
78,8369.53,0.12477,0.10792,0.76027,0.6318,0.96154,0.7588,0.60159,0.83073,17.1495,1.2014,0.000396246,0.000396246,0.000396246
79,8475.76,0.12456,0.10611,0.75945,0.63878,0.93269,0.78372,0.62165,0.83845,17.5176,1.20497,0.000379743,0.000379743,0.000379743
80,8581.5,0.11973,0.10345,0.75958,0.63652,0.92246,0.77096,0.61665,0.82972,17.8605,1.19785,0.000363239,0.000363239,0.000363239
81,8686.79,0.11833,0.10253,0.7582,0.63523,0.91346,0.77534,0.61714,0.82786,17.6811,1.20389,0.000346736,0.000346736,0.000346736
82,8792.83,0.11463,0.10026,0.7591,0.63749,0.93269,0.79597,0.63214,0.83555,18.0194,1.20802,0.000330233,0.000330233,0.000330233
83,8898.5,0.11203,0.09881,0.75772,0.63352,0.95095,0.77496,0.61667,0.82911,17.8755,1.2085,0.000313729,0.000313729,0.000313729
84,9004.32,0.10934,0.09716,0.75786,0.63421,0.97115,0.79318,0.62749,0.82878,18.0312,1.20788,0.000297226,0.000297226,0.000297226
85,9110.01,0.10591,0.09457,0.7575,0.63257,0.95192,0.76217,0.60427,0.82388,18.3735,1.20184,0.000280723,0.000280723,0.000280723
86,9215.58,0.10308,0.0929,0.75843,0.63874,0.93918,0.77984,0.61569,0.83467,18.5274,1.21353,0.00026422,0.00026422,0.00026422
87,9321.49,0.10004,0.09112,0.75894,0.63504,0.96154,0.79963,0.63221,0.82466,18.5709,1.20585,0.000247716,0.000247716,0.000247716
88,9427.6,0.09857,0.09046,0.75753,0.63392,0.96965,0.77303,0.61173,0.82709,18.7166,1.20276,0.000231213,0.000231213,0.000231213
89,9533.44,0.09652,0.08929,0.75658,0.63464,0.96154,0.78553,0.62304,0.82526,18.8964,1.20134,0.00021471,0.00021471,0.00021471
90,9639.12,0.09317,0.0871,0.75717,0.63227,0.96037,0.78719,0.62244,0.82933,19.0072,1.2085,0.000198206,0.000198206,0.000198206
91,9765.34,0.09094,0.08536,0.7581,0.63673,0.94168,0.78793,0.62439,0.83728,19.3764,1.21376,0.000181703,0.000181703,0.000181703
92,9870.92,0.08812,0.08304,0.7564,0.63185,0.92308,0.77876,0.61878,0.82979,19.4922,1.20957,0.0001652,0.0001652,0.0001652
93,9976.92,0.0855,0.08173,0.75667,0.63397,0.9221,0.78729,0.62217,0.83345,19.4579,1.21428,0.000148696,0.000148696,0.000148696
94,10087.1,0.08447,0.081,0.75586,0.63363,0.93269,0.79509,0.62751,0.83282,19.6542,1.21143,0.000132193,0.000132193,0.000132193
95,10196.9,0.08092,0.07857,0.75613,0.63134,0.92308,0.79064,0.62482,0.83421,19.6125,1.21064,0.00011569,0.00011569,0.00011569
96,10302.6,0.0797,0.07815,0.75685,0.63533,0.92828,0.79546,0.6277,0.83386,19.9424,1.21431,9.91865e-05,9.91865e-05,9.91865e-05
97,10408.5,0.07747,0.07683,0.7557,0.63324,0.95192,0.79271,0.62456,0.8356,20.1214,1.2188,8.26832e-05,8.26832e-05,8.26832e-05
98,10517.5,0.07521,0.07503,0.75654,0.63376,0.92308,0.78546,0.61994,0.83329,19.9868,1.21644,6.61799e-05,6.61799e-05,6.61799e-05
99,10623.8,0.07395,0.07444,0.75643,0.63334,0.92308,0.78703,0.62013,0.83297,20.0525,1.2152,4.96766e-05,4.96766e-05,4.96766e-05
100,10729.6,0.07091,0.0726,0.75567,0.63288,0.95192,0.78221,0.61765,0.8329,20.2657,1.21517,3.31733e-05,3.31733e-05,3.31733e-05
